,name,country,population,adhesion_date,latitude,longitude,url,ACTION,MONITOR
2271,Dömös,Hungary,1096,"Nyergesújfalu,Csolnok,Süttő,Lábatlan,Leányvár,Nagysáp,Piliscsév,Tát,Sárisáp,Kesztölc,Mogyorósbánya,Dömös,Bajna,Máriahalom,Annavölgy,Tokod,Epöl,Tokodaltáró,Dág,Bajót,Pilismarót,Úny,Süttő",47.763691048366,18.911797579407,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=25326,0,1
2272,Dąbrowa Górnicza,Poland,121500,02/09/2012,50.330890655518,19.20664024353,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=16006,1,1
2273,E.L.A Marismillas,Spain,1600,22/09/2009,37.129299163818,-6.4789900779724,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=12407,1,1
2274,EJEA DE LOS CABALLEROS,Spain,17180,07/04/2014,42.125720977783,-1.1365000009537,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=18157,0,1
2275,EL BARCO DE ÁVILA,Spain,2356,27/11/2019,40.356097639516,-5.5253876146958,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=27100,0,1
2276,EL COGUL,Spain,162,15/11/2018,41.467098693712,0.6896710395813,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=25564,1,1
2277,EL FRAGO,Spain,109,21/03/2014,42.272529602051,-0.93130999803543,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=18160,1,1
2278,EL FRASNO,Spain,452,14/03/2014,41.414669036865,-1.4960600137711,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=18161,1,1
2279,EL PALOMAR,Spain,601,07/04/2016,38.854148864746,-0.50218999385834,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=19577,0,1
2280,EL SAUZAL,Spain,9115,31/01/2020,28.479052686971,-16.436731484272,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=27502,1,1
2281,ELASSONA,Greece,32121,23/03/2016,39.895000457764,22.18909072876,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=19571,1,1
2282,EMPERADOR,Spain,676,30/03/2017,39.544528961182,-0.34591001272201,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=20204,1,1
2283,ENGUERA,Spain,5089,12/09/2016,38.979011535645,-0.68863999843597,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=19871,1,1
2284,EREZEE,Belgium,3216,09/05/2017,50.293579101562,5.5578598976135,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=20303,1,1
2285,ERMIONIDA,Greece,13730,19/10/2015,37.380508422852,23.160209655762,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=19314,0,1
2286,ESTERRI DE CARDÓS,Spain,72,28/01/2015,42.592739105225,1.2617299556732,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=19249,0,1
2287,ESTIVELLA,Spain,1386,26/05/2016,39.71369934082,-0.34865000844002,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=19715,1,1
2288,ESTUBENY,Spain,119,01/06/2016,39.016929626465,-0.62327998876572,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=19799,0,1
2289,ETALLE,Belgium,5855,02/05/2019,49.672717443914,5.5965338623047,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=26402,0,1
2290,East Bani Zaid,"Palestine, State of",8000,14/03/2018,32.046374,35.098124,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=25008,1,1
2291,Eboli (Comune),Italy,35842,"Contursi Terme,Oliveto Citra,Controne,Eboli (Comune)",40.615299224854,15.058799743652,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=12419,1,1
2292,Ecaussinnes,Belgium,10922,30/01/2017,50.340000152588,4.0999999046326,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=20272,0,1
2293,Edinburgh,United Kingdom,486120,17/05/2011,55.950180053711,-3.1875400543213,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=14291,1,1
2294,Edineț,"Moldova, Republic Of",20200,10/12/2018,48.171766849674,27.2980427742,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=17830,1,1
2295,Edolo,Italy,4558,16/03/2012,46.180709838867,10.33261013031,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=16058,0,1
2296,Eeklo,Belgium,20692,27/03/2017,51.184631347656,3.566309928894,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=20132,1,1
2297,Eger,Hungary,56530,28/04/2011,47.0,20.0,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=14628,1,1
2298,Eggenfelden,Germany,13961,05/05/2009,48.401401519775,12.761400222778,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=12068,1,1
2299,Egyházaskozár,Hungary,805,"Kárász,Hosszúhetény,Magyaregregy,Gödre,Máza,Meződ,Magyarhertelend,Mindszentgodisa,Alsómocsolád,Bikal,Magyarszék,Egyházaskozár,Szászvár,Sásd,Mánfa",46.331901550293,18.317859649658,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=17357,1,1
2300,Eibar,Spain,27600,27/01/2020,43.1844146,-2.4733512,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=27348,1,1
2301,Eilat City ISRAEL,Israel,63000,18/08/2015,29.329999923706,34.569999694824,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=19225,1,1
2302,Eindhoven,Netherlands,210333,04/11/2008,51.435199737549,5.4805102348328,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=11853,0,1
2303,Ejmiatsin,Armenia,46800,04/05/2016,40.164310455322,44.293891906738,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=19722,1,1
2304,Eksjö,Sweden,16244,27/08/2009,57.666900634766,14.970399856567,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=11814,1,1
2305,El  Perelló(Valencia) ,Spain,1919,27/12/2016,39.276149749756,-0.27847999334335,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=20046,1,1
2306,El Almendro,Spain,860,14/01/2009,37.506900787354,-7.2700200080872,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=11930,1,1
2307,El Barraco,Spain,1885,30/03/2020,40.477141570351,-4.6433651447296,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=27447,1,1
2308,El Bruc,Spain,2030,21/09/2016,41.0,1.0,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=19893,1,1
2309,El Campillo,Spain,2237,14/01/2009,37.693298339844,-6.6298499107361,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=11667,0,1
2310,El Carpio,Spain,4477,17/03/2009,37.93989944458,-4.4985599517822,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=12039,1,1
2311,El Castell de Guadalest,Spain,209,16/06/2014,38.677490234375,-0.19858999550343,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=18243,1,1
2312,El Catllar,Spain,4222,26/03/2015,41.175430297852,1.3262399435043,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=19057,0,1
2313,El Cerro de Andévalo,Spain,2503,07/01/2009,37.735198974609,-6.9392700195312,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=11668,0,1
2314,El Granado,Spain,598,05/01/2009,37.521701812744,-7.4159498214722,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=11669,1,1
2315,El Masroig,Spain,498,20/04/2018,41.125578629917,0.73115944862366,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=26912,1,1
2316,El Milà,Spain,183,18/12/2020,41.248579932995,1.2068834153482,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=27931,1,1
2317,El Molar,Spain,8666,03/11/2017,40.732689766286,-3.5822081565857,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=26903,0,1
2318,El Montmell,Spain,1474,29/09/2014,41.315391540527,1.4534499645233,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=18530,0,1
2319,El Morell ,Spain,3530,26/03/2015,41.19197845459,1.2084599733353,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=19054,1,1
2320,El Palau d'Anglesola,Spain,2185,25/02/2013,41.649570465088,0.88028001785278,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=16575,0,1
2321,El Paso,Spain,7874,27/11/2012,28.65060043335,-17.880420684814,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=16199,1,1
2322,El Perelló,Spain,3155,07/10/2015,40.875148773193,0.7124400138855,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=19507,1,1
2323,El Rosario,Spain,17788,15/05/2013,28.450939178467,-16.367160797119,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=16855,1,1
2324,El Rourell ,Spain,394,23/03/2015,41.225090026855,1.2178699970245,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=19051,1,1
2325,El Verger,Spain,4688,28/04/2010,38.845500946045,0.0088999997824431,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=13346,1,1
2326,Elda,Spain,52620,05/10/2012,38.479541778565,-0.79703998565674,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=16489,1,1
2327,Elefsina,Greece,30000,28/02/2011,38.043251037598,23.542110443115,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=14294,1,1
2328,Elektrėnai ,Lithuania,24920,24/04/2013,54.78544998169,24.65645980835,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=16786,1,1
2329,Elgorriaga,Spain,220,"Bera,Oitz,Igantzi,Lesaka,Baztan,Donamaria,Bertizarana,Etxalar,Eratsun,Ituren,Urrotz,Doneztebe,Beintza-Labaien,Arantza,Saldias,Elgorriaga,Zubieta,Ezkurra",43.138424175859,-1.6870947182178,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=27771,1,1
2330,Elice,Italy,1724,11/05/2011,42.521411895752,13.970330238342,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=14259,1,1
2331,Ellezelles,Belgium,5969,"Chièvres,Bernissart,Péruwelz,Tournai,Enghien,Frasnes-Lez-Anvaing,Rumes,Ellezelles,Flobecq,Silly",50.732021331787,3.6804699897766,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=18835,0,1
2332,Elini,Italy,555,19/09/2011,39.900100708008,9.5313196182251,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=14470,1,1
2333,Elliniko,Greece,48898,08/04/2011,37.91130065918,23.748100280762,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=14216,1,1
2334,Ello,Italy,1245,08/03/2012,45.787948608398,9.3655099868774,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=15635,1,1
2335,Elmshorn,Germany,47667,02/10/2014,53.0,9.0,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=19523,0,1
2336,Els Alamús,Spain,750,27/02/2014,41.615020751953,0.74020999670029,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=18940,0,1
2337,Els Garidells,Spain,194,31/10/2017,41.207314546831,1.2475007772446,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=25494,1,1
2338,Els Guiamets,Spain,270,23/11/2017,41.101943458991,0.75234889984131,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=26910,0,1
2339,Els Pallaresos ,Spain,4479,30/06/2015,41.174060821533,1.272439956665,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=19055,0,1
2340,Empoli,Italy,48500,16/09/2013,43.71615999988,10.948707541895,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=17636,1,1
2341,Els Torms,Spain,169,24/08/2012,41.394248962402,0.72031998634338,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=16467,1,1
2342,Encinasola,Spain,1584,07/01/2009,38.134799957275,-6.8724799156189,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=11671,1,1
2343,Enerhodar,Ukraine,53747,02/10/2018,47.500572463767,34.633193568848,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=25480,1,1
2344,Enego,Italy,1773,30/09/2014,45.940040588379,11.710040092468,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=18515,0,1
2345,Enghien,Belgium,13901,"Frasnes-Lez-Anvaing,Tournai,Flobecq,Enghien,Péruwelz,Rumes,Silly,Chièvres,Bernissart,Ellezelles",50.414100646973,4.2300000190735,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=17443,0,1
2346,Engomi,Cyprus,18010,24/10/2011,35.144100189209,33.382999420166,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=14646,0,1
2347,Enschede,Netherlands,158627,03/03/2014,52.131000518799,6.5348000526428,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=18128,1,1
2348,Entidad Local Autónoma de Domingo Pérez,Spain,963,24/09/2013,37.497072691783,-3.5081081510498,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=17530,1,1
2349,Enériz / Eneritz,Spain,286,"Artajona,Artazu,Larraga,Tiebas-Muruarte de Reta,Tirapu,Biurrun-Olcoz,Berbinzana,Mendigorria,Obanos,Puente la Reina / Gares,Enériz / Eneritz",42.670828581665,-1.7285844683647,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=27272,0,1
2350,Epinal,France,32928,04/02/2010,48.18579864502,6.4721999168396,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=12806,0,1
2351,Episkopi,Cyprus,3681,04/02/2013,34.675354152284,32.881060840723,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=17410,1,1
2352,Eplény,Hungary,504,"Eplény,Lókút,Zirc,Borzavár,Bakonykúti,Kincsesbánya,Hárskút,Moha,Márkó,Nagyesztergár,Herend,Csetény,Szápár,Nagyveleg ,Iszkaszentgyörgy,Porva,Csesznek,Balinka,Bodajk",47.208814398205,17.916371025785,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=27004,0,1
2353,Eppelheim,Germany,14589,17/05/2010,49.401500701904,8.6297101974487,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=13336,0,1
2354,Epöl,Hungary,618,"Nyergesújfalu,Csolnok,Süttő,Lábatlan,Leányvár,Nagysáp,Piliscsév,Tát,Sárisáp,Kesztölc,Mogyorósbánya,Dömös,Bajna,Máriahalom,Annavölgy,Tokod,Epöl,Tokodaltáró,Dág,Bajót,Pilismarót,Úny,Süttő",47.647090830072,18.637943103027,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=25327,1,1
2355,Eratsun,Spain,151,"Bera,Oitz,Igantzi,Lesaka,Baztan,Donamaria,Bertizarana,Etxalar,Eratsun,Ituren,Urrotz,Doneztebe,Beintza-Labaien,Arantza,Saldias,Elgorriaga,Zubieta,Ezkurra",43.082871701017,-1.7969606816769,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=27797,1,1
2356,Erbil Governorate ,Iraq,1957486,16/04/2017,37.0,45.0,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=20305,1,1
2357,Erchie,Italy,8917,14/06/2012,40.437408447266,17.734510421753,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=16287,1,1
2358,Eretria,Greece,13423,30/11/2012,38.391979217529,23.795629501343,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=16251,1,1
2359,Ergoiena,Spain,384,"Urdiain,Arbizu,Olazti,Ziordi,Altsasu,Ergoiena,Uharte-Arakil,Irañeta,Bakaiku,Lakuntza,Arruazu,Etxarri-Aranatz,Arakil,Irurtzun,Iturmendi",42.875657468186,-2.0384252071381,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=26931,0,1
2360,Erice,Italy,27970,20/12/2012,38.038089752197,12.587349891663,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=16731,1,1
2361,Erpe-Mere,Belgium,19723,"Erpe-Mere,Lede,Maarkedal,Herzele,Brakel,Geraardsbergen,Zottegem,Denderleeuw,Zwalm,Haaltert,Sint-Lievens-Houtem,Lierde,Ronse",50.525901794434,4.4510002136231,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=20217,1,1
2362,Erula,Italy,769,"Ozieri,Erula,Tula",40.791500091553,8.9434003829956,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=14455,0,1
2363,Erymanthos,Greece,13329,22/06/2011,38.109039306641,21.77952003479,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=14983,0,1
2364,Esbjerg,Denmark,115000,18/02/2013,55.472309112549,8.453049659729,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=17037,0,1
2365,Escacena del Campo,Spain,2156,08/01/2009,37.409900665283,-6.3892297744751,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=11672,0,1
2366,Escalaplano,Italy,2268,28/11/2012,39.625801086426,9.3531799316406,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=16522,1,1
2367,Escatrón,Spain,1121,08/07/2013,41.284160614014,-0.32660999894142,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=17226,1,1
