,name,entity_type,country
651,News Corp,Investor,United States of America
652,News Corp,Investor,United States of America
653,Sopra Steria Group,Investor,France
654,Sopra Steria Group,Investor,France
655,Sopra Steria Group,Investor,France
656,Sopra Steria Group,Investor,France
657,TUI Group,Investor,United Kingdom of Great Britain and Northern Ireland
658,Dixons Carphone,Investor,United Kingdom of Great Britain and Northern Ireland
659,3i Group,Investor,United Kingdom of Great Britain and Northern Ireland
660,ACCIONA S.A.,Investor,Spain
661,Adecco Group AG,Investor,Switzerland
662,Adecco Group AG,Investor,Switzerland
663,Adecco Group AG,Investor,Switzerland
664,Advantest Corporation,Investor,Japan
665,3M Company,Investor,United States of America
666,AkzoNobel,Investor,Netherlands
667,AkzoNobel,Investor,Netherlands
668,Allergan plc,Investor,United States of America
669,Alliance One International Inc.,Supply Chain,United States of America
670,alstria office REIT-AG,Investor,Germany
671,alstria office REIT-AG,Investor,Germany
672,Alten,Investor,France
673,Alten,Investor,France
674,AptarGroup,Investor,United States of America
675,AptarGroup,Investor,United States of America
676,AptarGroup,Investor,United States of America
677,Arcadis,Investor,Netherlands
678,Asahi Kasei Corporation,Investor,Japan
679,Asics Corporation,Investor,Japan
680,Asics Corporation,Investor,Japan
681,Astellas Pharma Inc.,Investor,Japan
682,Atos SE,Investor,France
683,Atos SE,Investor,France
684,Aurubis AG,Investor,Germany
685,Australia and New Zealand Banking Group,Investor,Australia
686,Australia and New Zealand Banking Group,Investor,Australia
687,Australia and New Zealand Banking Group,Investor,Australia
688,"Autodesk, Inc.",Investor,United States of America
689,"Autodesk, Inc.",Investor,United States of America
690,"Autodesk, Inc.",Investor,United States of America
691,"Autodesk, Inc.",Investor,United States of America
692,Avaya,Supply Chain,United States of America
693,Avaya,Supply Chain,United States of America
694,Ball Corporation,Investor,United States of America
695,Banco Santander,Investor,Spain
696,Baxter International Inc.,Investor,United States of America
697,Biogen Inc.,Investor,United States of America
698,Biogen Inc.,Investor,United States of America
699,BlackRock,Investor,United States of America
700,BMW AG,Investor,Germany
701,BMW AG,Investor,Germany
702,Braskem S/A,Investor,Brazil
703,Braskem S/A,Investor,Brazil
704,Bristol-Myers Squibb,Investor,United States of America
705,Broadridge Financial Solutions Inc,Investor,United States of America
706,BT Group,Investor,United Kingdom of Great Britain and Northern Ireland
707,Burberry Group,Investor,United Kingdom of Great Britain and Northern Ireland
708,CA Technologies,Investor,United States of America
709,Canon Inc.,Investor,Japan
710,Canon Inc.,Investor,Japan
711,Cap Gemini,Investor,France
712,Cap Gemini,Investor,France
713,Carlsberg Breweries A/S,Investor,Denmark
714,Carlsberg Breweries A/S,Investor,Denmark
715,"Casio Computer Co., Ltd.",Investor,Japan
716,"Casio Computer Co., Ltd.",Investor,Japan
717,"Casio Computer Co., Ltd.",Investor,Japan
718,"Casio Computer Co., Ltd.",Investor,Japan
719,"Casio Computer Co., Ltd.",Investor,Japan
720,"Casio Computer Co., Ltd.",Investor,Japan
721,"Casio Computer Co., Ltd.",Investor,Japan
722,"Casio Computer Co., Ltd.",Investor,Japan
723,CLS Holdings plc,Investor,United Kingdom of Great Britain and Northern Ireland
724,Commerzbank AG,Investor,Germany
725,Coloplast A/S,Investor,Denmark
726,"CommScope, Inc.",Investor,United States of America
727,Constantia Flexibles,Supply Chain,Austria
728,Constantia Flexibles,Supply Chain,Austria
729,Daimler AG,Investor,Germany
730,Danone,Investor,France
731,Dentsu Inc.,Investor,Japan
732,Dentsu Inc.,Investor,Japan
733,Dentsu Inc.,Investor,Japan
734,Deutsche Bank AG,Investor,Germany
735,Deutsche Lufthansa AG,Investor,Germany
736,Deutsche Lufthansa AG,Investor,Germany
737,Deutsche Lufthansa AG,Investor,Germany
738,Deutsche Lufthansa AG,Investor,Germany
739,Deutsche Lufthansa AG,Investor,Germany
740,Deutsche Lufthansa AG,Investor,Germany
741,Deutsche Lufthansa AG,Investor,Germany
742,Deutsche Lufthansa AG,Investor,Germany
743,Deutsche Lufthansa AG,Investor,Germany
744,Deutsche Lufthansa AG,Investor,Germany
745,Deutsche Lufthansa AG,Investor,Germany
746,Deutsche Post DHL Group,Investor,Germany
747,Deutsche Telekom AG,Investor,Germany
748,Deutsche Telekom AG,Investor,Germany
749,Deutsche Telekom AG,Investor,Germany
750,Deutsche Telekom AG,Investor,Germany
751,The Dow Chemical Company,Investor,United States of America
752,E.ON SE,Investor,Germany
753,eBay Inc.,Investor,United States of America
754,Eiffage,Investor,France
755,Electrolux,Investor,Sweden
756,Electrolux,Investor,Sweden
757,Eltek AS,Investor,Norway
758,Eltek AS,Investor,Norway
759,Eltek AS,Investor,Norway
760,ERG S.p.A,Investor,Italy
761,ERG S.p.A,Investor,Italy
762,ERG S.p.A,Investor,Italy
763,Ericsson,Investor,Sweden
764,Ericsson,Investor,Sweden
765,Estee Lauder Companies Inc.,Investor,United States of America
766,Leonardo,Investor,Italy
767,FLSmidth & Co. A/S,Investor,Denmark
768,Fraport AG,Investor,Germany
769,Fraport AG,Investor,Germany
770,FUJIFILM Holdings Corporation,Investor,Japan
771,FUJIFILM Holdings Corporation,Investor,Japan
772,FUJIFILM Holdings Corporation,Investor,Japan
773,FUJIFILM Holdings Corporation,Investor,Japan
774,FUJIFILM Holdings Corporation,Investor,Japan
775,FUJIFILM Holdings Corporation,Investor,Japan
776,Fujitsu Limited,Investor,Japan
777,Fujitsu Limited,Investor,Japan
778,Fujitsu Limited,Investor,Japan
779,"Furukawa Electric Co., Ltd.",Investor,Japan
780,Naturgy Energy Group SA,Investor,Spain
781,Geberit AG,Investor,Switzerland
782,ENGIE,Investor,France
783,General Mills Inc.,Investor,United States of America
784,General Mills Inc.,Investor,United States of America
785,General Mills Inc.,Investor,United States of America
786,General Electric Company,Investor,United States of America
787,Givaudan SA,Investor,Switzerland
788,Givaudan SA,Investor,Switzerland
789,GlaxoSmithKline,Investor,United Kingdom of Great Britain and Northern Ireland
790,GlaxoSmithKline,Investor,United Kingdom of Great Britain and Northern Ireland
791,GlaxoSmithKline,Investor,United Kingdom of Great Britain and Northern Ireland
792,Glory Ltd.,Investor,Japan
793,Graphic Packaging,Investor,United States of America
794,GRIFOLS,Investor,Spain
795,GRIFOLS,Investor,Spain
796,GRIFOLS,Investor,Spain
797,GRIFOLS,Investor,Spain
798,Hannover Rück SE,Investor,Germany
799,"Hasbro, Inc.",Investor,United States of America
800,Hays,Investor,United Kingdom of Great Britain and Northern Ireland
801,Helvetia Group,Investor,Switzerland
802,Hitachi High-Technologies Corporation,Investor,Japan
803,HUGO BOSS AG,Investor,Germany
804,Husqvarna AB,Investor,Sweden
805,IMI plc,Investor,United Kingdom of Great Britain and Northern Ireland
806,INDUS Holding AG,Investor,Germany
807,INDUS Holding AG,Investor,Germany
808,Ingenico,Investor,France
809,Ingenico,Investor,France
810,Intel Corporation,Investor,United States of America
811,Intel Corporation,Investor,United States of America
812,JCDecaux SA.,Investor,France
813,LIXIL Group Corporation,Investor,Japan
814,LIXIL Group Corporation,Investor,Japan
815,JPMorgan Chase & Co.,Investor,United States of America
816,JTEKT Corporation,Investor,Japan
817,KDDI Corporation,Investor,Japan
818,Kellogg Company,Investor,United States of America
819,Kellogg Company,Investor,United States of America
820,Kimberly-Clark Corporation,Investor,United States of America
821,Kingspan Group PLC,Investor,Ireland
822,Kingspan Group PLC,Investor,Ireland
823,Klepierre,Investor,France
824,Komatsu Ltd.,Investor,Japan
825,Kubota Corporation,Investor,Japan
826,L'Oréal,Investor,France
827,L'Oréal,Investor,France
828,L'Oréal,Investor,France
829,L'Oréal,Investor,France
830,L'Oréal,Investor,France
831,LANXESS AG,Investor,Germany
832,LANXESS AG,Investor,Germany
833,LANXESS AG,Investor,Germany
834,LEGRAND,Investor,France
835,LEGRAND,Investor,France
836,LEGRAND,Investor,France
837,"Legg Mason, Inc.",Investor,United States of America
838,"Lexmark International, Inc.",Investor,United States of America
839,MAPFRE,Investor,Spain
840,MAPFRE,Investor,Spain
841,MAPFRE,Investor,Spain
842,MAPFRE,Investor,Spain
843,MAPFRE,Investor,Spain
844,MAPFRE,Investor,Spain
845,"Marsh & McLennan Companies, Inc.",Investor,United States of America
846,Mastercard Incorporated,Investor,United States of America
847,Mastercard Incorporated,Investor,United States of America
848,S&P Global,Investor,United States of America
849,Merck KGaA,Investor,Germany
850,"Merck & Co., Inc.",Investor,United States of America
851,Metso,Investor,Finland
852,Microchip Technology,Investor,United States of America
853,Mondi PLC,Investor,United Kingdom of Great Britain and Northern Ireland
854,Mondi PLC,Investor,United Kingdom of Great Britain and Northern Ireland
855,Morgan Stanley,Investor,United States of America
856,Morgan Stanley,Investor,United States of America
857,Morgan Stanley,Investor,United States of America
858,MTU Aero Engines AG,Investor,Germany
859,MTU Aero Engines AG,Investor,Germany
860,MVV Energie AG,Investor,Germany
861,MVV Energie AG,Investor,Germany
862,National Express Group Plc,Investor,United Kingdom of Great Britain and Northern Ireland
863,Nestlé,Investor,Switzerland
864,Nestlé,Investor,Switzerland
865,Nestlé,Investor,Switzerland
866,NH Hotel Group,Investor,Spain
867,NH Hotel Group,Investor,Spain
868,Nichirei Corporation,Investor,Japan
869,Nichirei Corporation,Investor,Japan
870,Nichirei Corporation,Investor,Japan
871,"Nippon Express Co., Ltd.",Investor,Japan
872,Nippon Yusen Kaisha Line,Investor,Japan
873,"Nomura Holdings, Inc.",Investor,Japan
874,"Nissan Motor Co., Ltd.",Investor,Japan
875,"Nissan Motor Co., Ltd.",Investor,Japan
876,Nobia,Investor,Sweden
877,Northrop Grumman Corp,Investor,United States of America
878,Novartis,Investor,Switzerland
879,Novartis,Investor,Switzerland
880,NSK Ltd.,Investor,Japan
881,NTT Data Corporation,Investor,Japan
882,NTN Corporation,Investor,Japan
883,NTN Corporation,Investor,Japan
884,NTN Corporation,Investor,Japan
885,Orkla ASA,Investor,Norway
886,Orkla ASA,Investor,Norway
887,Orkla ASA,Investor,Norway
888,Orkla ASA,Investor,Norway
889,Orkla ASA,Investor,Norway
890,Orkla ASA,Investor,Norway
891,Panasonic Corporation,Investor,Japan
892,Panasonic Corporation,Investor,Japan
893,Panasonic Corporation,Investor,Japan
894,Pearson,Investor,United Kingdom of Great Britain and Northern Ireland
895,Pearson,Investor,United Kingdom of Great Britain and Northern Ireland
896,Pearson,Investor,United Kingdom of Great Britain and Northern Ireland
897,"PepsiCo, Inc.",Investor,United States of America
898,"PepsiCo, Inc.",Investor,United States of America
899,Koninklijke Philips NV,Investor,Netherlands
900,Koninklijke Philips NV,Investor,Netherlands
901,Koninklijke Philips NV,Investor,Netherlands
902,Koninklijke Philips NV,Investor,Netherlands
903,Philip Morris International,Investor,United States of America
904,Philip Morris International,Investor,United States of America
905,Philip Morris International,Investor,United States of America
906,Philip Morris International,Investor,United States of America
907,Prologis,Investor,United States of America
908,Prudential plc,Investor,United Kingdom of Great Britain and Northern Ireland
909,Prysmian SpA,Investor,Italy
910,QUALCOMM Inc.,Investor,United States of America
911,Rexel,Investor,France
912,Rolls-Royce,Investor,United Kingdom of Great Britain and Northern Ireland
913,Royal Bank of Scotland Group,Investor,United Kingdom of Great Britain and Northern Ireland
914,Royal Bank of Scotland Group,Investor,United Kingdom of Great Britain and Northern Ireland
915,Royal Dutch Shell,Investor,United Kingdom of Great Britain and Northern Ireland
916,RWE AG,Investor,Germany
917,Groupe SEB,Investor,France
918,Groupe SEB,Investor,France
919,Groupe SEB,Investor,France
920,salesforce.com,Investor,United States of America
921,salesforce.com,Investor,United States of America
922,salesforce.com,Investor,United States of America
923,salesforce.com,Investor,United States of America
924,salesforce.com,Investor,United States of America
925,salesforce.com,Investor,United States of America
926,SAP SE,Investor,Germany
927,SAP SE,Investor,Germany
928,SAP SE,Investor,Germany
929,Sasol Limited,Investor,South Africa
930,Scandic Hotels Group,Investor,Sweden
931,"Sekisui Chemical Co., Ltd.",Investor,Japan
932,Seiko Epson Corporation,Investor,Japan
933,Sims Metal Management,Investor,Australia
934,Smith & Nephew,Investor,United Kingdom of Great Britain and Northern Ireland
935,Meliá Hotels International S.A.,Investor,Spain
936,Meliá Hotels International S.A.,Investor,Spain
937,Steelcase,Investor,United States of America
938,Steelcase,Investor,United States of America
939,Straumann Holding AG,Investor,Switzerland
940,Suez,Investor,France
941,"Sumitomo Electric Industries, Ltd.",Investor,Japan
942,Sumitomo Mitsui Financial Group,Investor,Japan
943,Sumitomo Heavy Industries. Ltd.,Investor,Japan
944,Symantec Corporation,Investor,United States of America
945,Symantec Corporation,Investor,United States of America
946,Symrise AG,Investor,Germany
947,Takeda Pharmaceutical Company Limited,Investor,Japan
948,Takeda Pharmaceutical Company Limited,Investor,Japan
949,Takeda Pharmaceutical Company Limited,Investor,Japan
950,Telefónica,Investor,Spain
951,Telefónica,Investor,Spain
952,Telefónica,Investor,Spain
953,Teradyne Inc.,Investor,United States of America
954,Terex Corporation,Investor,United States of America
955,Teva Pharmaceutical Industries Ltd,Investor,Israel
956,Texas Instruments Incorporated,Investor,United States of America
957,thyssenkrupp AG,Investor,Germany
958,thyssenkrupp AG,Investor,Germany
959,Toto Ltd.,Investor,Japan
960,Toto Ltd.,Investor,Japan
961,Toto Ltd.,Investor,Japan
962,"Toyo Seikan Group Holdings, Ltd.",Investor,Japan
963,Toyota Industries Corporation,Investor,Japan
964,UCB SA,Investor,Belgium
965,UCB SA,Investor,Belgium
966,UCB SA,Investor,Belgium
967,UCB SA,Investor,Belgium
968,UniCredit,Investor,Italy
969,UniCredit,Investor,Italy
970,Unilever plc,Investor,United Kingdom of Great Britain and Northern Ireland
971,Unilever plc,Investor,United Kingdom of Great Britain and Northern Ireland
972,Vallourec,Investor,France
973,VERBUND AG,Investor,Austria
974,VERBUND AG,Investor,Austria
975,Vinci,Investor,France
976,Voestalpine AG,Investor,Austria
977,Voestalpine AG,Investor,Austria
978,Vodafone Group,Investor,United Kingdom of Great Britain and Northern Ireland
979,"Yum! Brands, Inc.",Investor,United States of America
980,"Zimmer Biomet Holdings, Inc.",Investor,United States of America
